starttime,Survey start time,,,,
2177,2178,F2.0,Checked: 2,Unchecked: 0,Cat
2179,2180,F2.0,Checked: 3,Unchecked: 0,Dog
2181,2182,F2.0,Checked: 4,Unchecked: 0,Fish
2183,2184,F2.0,Checked: 5,Unchecked: 0,Reptiles/Amphibians
2185,2186,F2.0,Checked: 6,Unchecked: 0,Insects/Arachnids
2187,2188,F2.0,Checked: 7,Unchecked: 0,"Small Animals (Hamsters, Gerbils, Mice, etc)"
2189,2190,F2.0,Checked: 8,Unchecked: 0,Horse
2191,2192,F2.0,Checked: 9,Unchecked: 0,"Livestock (Goats, Pigs, Cattle, etc.)"
2193,2194,F2.0,Checked: 10,Unchecked: 0,None of the above
2195,2196,F2.0,Checked: 11,Unchecked: 0,Other 
,,,,,
Qpetsother,OTHER - Other ,,,,
2197,2451,A255,,,
,,,,,
QpurchaseDM,"In your household, are you the person who makes most of the daily purchasing decisions?",,,,
2452,2452,F1.0,Selected: 1,Yes,
2452,2452,F1.0,Selected: 2,No,
2452,2452,F1.0,Selected: 3,Decisions are shared equally,
,,,,,
QpurchaseDMitems,Please select the items below for which you are the primary decision maker for purchases of these products & services. Please check all that apply.,,,,
2453,2454,F2.0,Checked: 1,Unchecked: 0,Groceries 
2455,2456,F2.0,Checked: 2,Unchecked: 0,Wine and beer 
2457,2458,F2.0,Checked: 3,Unchecked: 0,"Small household appliances (toaster, blender, etc.) "
2459,2460,F2.0,Checked: 4,Unchecked: 0,"Large household appliances (refrigerator, dish washer, etc.) "
2461,2462,F2.0,Checked: 5,Unchecked: 0,"Communication services (landline, wireless telephone, etc.) "
2463,2464,F2.0,Checked: 6,Unchecked: 0,"Internet connection (dial-up, DSL, cable modem, etc.) "
2465,2466,F2.0,Checked: 7,Unchecked: 0,Computer hardware and software 
2467,2468,F2.0,Checked: 8,Unchecked: 0,New automobiles 
2469,2470,F2.0,Checked: 9,Unchecked: 0,Used automobiles 
2471,2472,F2.0,Checked: 10,Unchecked: 0,"Insurance (auto, life, etc.) "
2473,2474,F2.0,Checked: 11,Unchecked: 0,Financial services and investment 
2475,2476,F2.0,Checked: 12,Unchecked: 0,Real estate 
2477,2478,F2.0,Checked: 13,Unchecked: 0,Home improvement 
2479,2480,F2.0,Checked: 14,Unchecked: 0,None of the above
,,,,,
Qauto,Tell us about your automobile. Please check all that apply.,,,,
2481,2481,F1.0,Checked: 1,Unchecked: 0,I have a valid drivers license
2482,2482,F1.0,Checked: 2,Unchecked: 0,"I currently own or lease a car/truck/SUV/van, etc"
2483,2483,F1.0,Checked: 3,Unchecked: 0,I am planning to purchase/lease a NEW car in the next 6 months
2484,2484,F1.0,Checked: 4,Unchecked: 0,I am planning to purchase a USED car in the next 6 months
2485,2485,F1.0,Checked: 5,Unchecked: 0,"I use a car sharing service (Zipcar, etc)"
2486,2486,F1.0,Checked: 6,Unchecked: 0,None of these apply
,,,,,
Qvote,Are you registered to vote?,,,,
2487,2487,F1.0,Selected: 1,"Yes, Republican",
2487,2487,F1.0,Selected: 2,"Yes, Democrat",
2487,2487,F1.0,Selected: 3,"Yes, Independent",
2487,2487,F1.0,Selected: 4,"Yes, other",
2487,2487,F1.0,Selected: 5,No,
2487,2487,F1.0,Selected: 6,Prefer not to answer,
,,,,,
Qvotecanada,Are you registered to vote in Canada?,,,,
2488,2488,F1.0,Selected: 1,Yes,
2488,2488,F1.0,Selected: 2,No,
,,,,,
Qvolunteer,When was the last time you volunteered for a nonprofit organization?,,,,
2489,2489,F1.0,Selected: 1,Within the last week,
2489,2489,F1.0,Selected: 2,Within the last month,
2489,2489,F1.0,Selected: 3,Within the last three months,
2489,2489,F1.0,Selected: 4,Within the last six months,
2489,2489,F1.0,Selected: 5,Within the last year,
2489,2489,F1.0,Selected: 6,More than a year ago,
2489,2489,F1.0,Selected: 7,Dont remember,
2489,2489,F1.0,Selected: 8,I have never volunteered,
,,,,,
Qdonate,When was the last time you donated money to a nonprofit organization?,,,,
2490,2490,F1.0,Selected: 1,Within the last week,
2490,2490,F1.0,Selected: 2,Within the last month,
2490,2490,F1.0,Selected: 3,Within the last three months,
2490,2490,F1.0,Selected: 4,Within the last six months,
2490,2490,F1.0,Selected: 5,Within the last year,
2490,2490,F1.0,Selected: 6,More than a year ago,
2490,2490,F1.0,Selected: 7,Dont remember,
2490,2490,F1.0,Selected: 8,I have never donated,
,,,,,
Qailments,"Do you or does someone in your household suffer from any ailments or health conditions? If so, please select the relevant categories below:",,,,
2491,2492,F2.0,Checked: 1,Unchecked: 0,"allergy, asthma or respiratory ailments"
2493,2494,F2.0,Checked: 2,Unchecked: 0,blood disorders
2495,2496,F2.0,Checked: 3,Unchecked: 0,bone or joint conditions
2497,2498,F2.0,Checked: 4,Unchecked: 0,cancer or cancer-related conditions
2499,2500,F2.0,Checked: 5,Unchecked: 0,chronic pain
2501,2502,F2.0,Checked: 6,Unchecked: 0,diabetes or thyroid conditions
2503,2504,F2.0,Checked: 7,Unchecked: 0,"eye, vision or hearing conditions"
2505,2506,F2.0,Checked: 8,Unchecked: 0,heart or cardiovascular conditions
2507,2508,F2.0,Checked: 9,Unchecked: 0,infectious diseases
2509,2510,F2.0,Checked: 10,Unchecked: 0,kidney or bladder problems
2511,2512,F2.0,Checked: 11,Unchecked: 0,men's health conditions
2513,2514,F2.0,Checked: 12,Unchecked: 0,neurological or mental health conditions
2515,2516,F2.0,Checked: 13,Unchecked: 0,skin conditions
2517,2518,F2.0,Checked: 14,Unchecked: 0,sleep disorders
2519,2520,F2.0,Checked: 15,Unchecked: 0,"stomach, bowel or digestion conditions"
2521,2522,F2.0,Checked: 16,Unchecked: 0,women's health issues
2523,2524,F2.0,Checked: 17,Unchecked: 0,other ailments/conditions
2525,2526,F2.0,Checked: 18,Unchecked: 0,none
,,,,,
Qallergies,{Allergies} Respiratory,,,,
2527,2527,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2528,2528,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2529,2529,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2530,2530,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qasthma,{Asthma} Respiratory,,,,
2531,2531,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2532,2532,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2533,2533,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2534,2534,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcopd,{Chronic Obstructive Pulmonary Disease} Respiratory,,,,
2535,2535,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2536,2536,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2537,2537,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2538,2538,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcf,{Cystic Fibrosis} Respiratory,,,,
2539,2539,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2540,2540,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2541,2541,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2542,2542,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherrespiratory,"{Other Allergy, Asthma, or Respiratory Ailment} Respiratory",,,,
2543,2543,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2544,2544,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2545,2545,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2546,2546,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qanemia,{Anemia} Blood Related Disorders,,,,
2547,2547,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2548,2548,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2549,2549,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2550,2550,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdvt,{Deep Vein Thrombosis (DVT)} Blood Related Disorders,,,,
2551,2551,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2552,2552,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2553,2553,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2554,2554,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhemophilia,{Hemophilia} Blood Related Disorders,,,,
2555,2555,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2556,2556,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2557,2557,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2558,2558,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qbp,{High Blood pressure} Blood Related Disorders,,,,
2559,2559,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2560,2560,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2561,2561,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2562,2562,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcholesterol,{High Cholesterol} Blood Related Disorders,,,,
2563,2563,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2564,2564,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2565,2565,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2566,2566,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhypertension,{Hypertension} Blood Related Disorders,,,,
2567,2567,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2568,2568,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2569,2569,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2570,2570,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherblood,{Other Blood Disorders} Blood Related Disorders,,,,
2571,2571,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2572,2572,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2573,2573,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2574,2574,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qperipheral,{Peripheral Arterial Disease} Blood Related Disorders,,,,
2575,2575,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2576,2576,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2577,2577,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2578,2578,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qthrombosis,{Thrombosis (other than DVT)} Blood Related Disorders,,,,
2579,2579,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2580,2580,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2581,2581,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2582,2582,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qarthritis,{Arthritis} Arthritis,,,,
2583,2583,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2584,2584,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2585,2585,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2586,2586,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qlargejoint,{Arthritis (Large Joint)} Arthritis,,,,
2587,2587,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2588,2588,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2589,2589,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2590,2590,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qosteo,{Arthritis (Osteo)} Arthritis,,,,
2591,2591,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2592,2592,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2593,2593,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2594,2594,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qpsoriatic,{Arthritis (Psoriatic)} Arthritis,,,,
2595,2595,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2596,2596,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2597,2597,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2598,2598,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qrheumatoid,{Arthritis (Rheumatoid)} Arthritis,,,,
2599,2599,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2600,2600,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2601,2601,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2602,2602,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qgout,{Gout} Arthritis,,,,
2603,2603,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2604,2604,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2605,2605,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2606,2606,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qosteoporosis,{Osteoporosis} Arthritis,,,,
2607,2607,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2608,2608,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2609,2609,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2610,2610,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherbonejoint,{Other bone or joint condition} Arthritis,,,,
2611,2611,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2612,2612,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2613,2613,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2614,2614,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerbreast,{Cancer: Breast} Cancer: Breast,,,,
2615,2615,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2616,2616,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2617,2617,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2618,2618,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancercolorectal,{Cancer: Colorectal} Cancer: Breast,,,,
2619,2619,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2620,2620,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2621,2621,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2622,2622,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerkidney,{Cancer: Kidney} Cancer: Breast,,,,
2623,2623,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2624,2624,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2625,2625,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2626,2626,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerlung,{Cancer: Lung} Cancer: Breast,,,,
2627,2627,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2628,2628,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2629,2629,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2630,2630,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerother,{Cancer: Other} Cancer: Breast,,,,
2631,2631,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2632,2632,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2633,2633,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2634,2634,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerovarian,{Cancer: Ovarian} Cancer: Breast,,,,
2635,2635,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2636,2636,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2637,2637,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2638,2638,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerprostate,{Cancer: Prostate} Cancer: Breast,,,,
2639,2639,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2640,2640,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2641,2641,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2642,2642,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcancerleukemia,{Leukemia} Cancer: Breast,,,,
2643,2643,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2644,2644,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2645,2645,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2646,2646,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qfibromyalgia,{Fibromyalgia} Fibromyalgia,,,,
2647,2647,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2648,2648,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2649,2649,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2650,2650,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qmigraine,{Migraine} Fibromyalgia,,,,
2651,2651,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2652,2652,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2653,2653,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2654,2654,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherchronic,{Other Chronic Pain (Head/Joint/Muscular)} Fibromyalgia,,,,
2655,2655,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2656,2656,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2657,2657,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2658,2658,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdiabetestype1,{Diabetes: Type 1} Diabetes: Type 1,,,,
2659,2659,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2660,2660,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2661,2661,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2662,2662,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdiabetestype2,{Diabetes: Type 2} Diabetes: Type 1,,,,
2663,2663,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2664,2664,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2665,2665,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2666,2666,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhyperthyroidism,{Hyperthyroidism} Diabetes: Type 1,,,,
2667,2667,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2668,2668,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2669,2669,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2670,2670,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhypothyroidism,{Hypothyroidism} Diabetes: Type 1,,,,
2671,2671,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2672,2672,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2673,2673,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2674,2674,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherdiabetes,{Other Diabetes or Thyroid Condition} Diabetes: Type 1,,,,
2675,2675,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2676,2676,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2677,2677,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2678,2678,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdryeyes,{Dry Eyes} Dry Eyes,,,,
2679,2679,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2680,2680,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2681,2681,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2682,2682,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qglaucoma,{Glaucoma} Dry Eyes,,,,
2683,2683,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2684,2684,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2685,2685,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2686,2686,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhearing,{Hearing Loss} Dry Eyes,,,,
2687,2687,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2688,2688,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2689,2689,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2690,2690,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qeyepressure,{High Eye Pressure} Dry Eyes,,,,
2691,2691,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2692,2692,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2693,2693,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2694,2694,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qothervisionhearing,"{Other Eye, Vision or Hearing Impairments} Dry Eyes",,,,
2695,2695,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2696,2696,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2697,2697,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2698,2698,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qangina,{Angina} Angina,,,,
2699,2699,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2700,2700,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2701,2701,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2702,2702,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qarrhythmia,{Arrhythmia} Angina,,,,
2703,2703,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2704,2704,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2705,2705,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2706,2706,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcongestive,{Congestive Heart Failure} Angina,,,,
2707,2707,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2708,2708,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2709,2709,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2710,2710,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcoronary,{Coronary Artery Disease} Angina,,,,
2711,2711,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2712,2712,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2713,2713,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2714,2714,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qheartattack,{Heart Attack} Angina,,,,
2715,2715,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2716,2716,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2717,2717,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2718,2718,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qheartdisease,{Heart Disease} Angina,,,,
2719,2719,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2720,2720,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2721,2721,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2722,2722,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qheartfailure,{Heart Failure} Angina,,,,
2723,2723,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2724,2724,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2725,2725,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2726,2726,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qmyocardial,{Myocardial Infarction} Angina,,,,
2727,2727,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2728,2728,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2729,2729,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2730,2730,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherheart,{Other Heart or Cardiovascular Condition} Angina,,,,
2731,2731,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2732,2732,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2733,2733,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2734,2734,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Q91,{AIDS/HIV} Infectious diseases,,,,
2735,2735,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2736,2736,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2737,2737,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2738,2738,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcoldsores,{Cold Sores} Infectious diseases,,,,
2739,2739,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2740,2740,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2741,2741,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2742,2742,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qflu,{Flu} Infectious diseases,,,,
2743,2743,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2744,2744,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2745,2745,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2746,2746,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qgenitalherpes,{Genital Herpes} Infectious diseases,,,,
2747,2747,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2748,2748,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2749,2749,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2750,2750,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhepb,{Hepatitis B} Infectious diseases,,,,
2751,2751,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2752,2752,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2753,2753,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2754,2754,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhepc,{Hepatitis C} Infectious diseases,,,,
2755,2755,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2756,2756,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2757,2757,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2758,2758,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qherpes,{Herpes} Infectious diseases,,,,
2759,2759,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
